Model,Weight/Slope,Bias/Intercept,MSE,RMSE,MAE,R2
Scikit-learn LinearRegression,-2.969274753617,7.806466342333235,0.2593061803228104,0.5092211507025316,0.38028464924538957,0.7378210081114431
